Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don‰Ûªt get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What‰Ûªs your ethnicity?,The organization you work for is in which of the following?
3/2/17 1:50,2,PhD,Mostly Self-Taught,Intended to work in data visualization,Yes,PhD Candidate,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Student,,,,,,20,30,15,5,30,D3,I'm able to choose my own tools.,Embedded in a tool;Static Web Page,Line Chart;Bar Chart;Treemap;Dendrogram;Network Diagram,General Public;Lexicographers,Expert,Weekly,Analysis;Summarization;Learning;Research,Collaborative,Having to spend too much time preparing the data,,I'd hire someone to prepare the data I work with in visualizations,,They think it's easy to adapt the different data formats to make meaningful visualizations.,Hiring a data scientist,Make this necessity more clear and evident,Elijah Meeks;Andy Kirk;Alberto Cairo;Mike Bostock;Jeffrey Heer,Much more,male,26 - 35,Europe,white,Public sector
2/28/17 0:08,10,Masters,Mostly Self-Taught,Intended to work in data visualization,No,Freelance UX Designer / Developer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Consultant,,,,,,5,1,2,80,1,D3;Processing;Leaflet;Mapbox;WebGL;React,I'm able to choose my own tools.,Dashboard;Static Web Page,Line Chart;Bar Chart;Network Diagram;3D Chart,General Public;Analysts;Product Managers;Project Managers;Executives,Intro;Moderate;Expert,Daily,Analysis;Summarization,Consultative,Tight budgets / schedules- managing multiple projects at the same time,Lack of good-quality modular libraries on top of d3.js,More collaboration,More time to explore data and try different alternatives,,More collaboration,Articles/books on managing complexity- expert interfaces and dashboard design. Combining UX and data vis.,Elijah Meeks;Moritz Stefaner;Moritz Klack;Bret Victor;Andy Kirk;Ben Fry;Martin Wattenberg;wittens;levin;Manuel Lima,More,male,26 - 35,,,Private sector
2/27/17 16:10,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Design;Engineering;Research,10,10,60,0,20,Plotly;D3;WebGL;ggplot;Other R;Other Python;Vega,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Presentations;Email,Line Chart;Bar Chart;Treemap;Dendrogram;Network Diagram;Choropleth Map;Raster Map,Analysts;Engineers;Executives,Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Consultative,Variety of data and analysis makes it very hard to visualize,Marginal improvements in data visualizations aren't appreciated.,Speed,Ease of delivering interactivity,An appreciation of how data viz and help deepen their understanding,More constructive feedback on data viz elements,Focus on the ability for better data viz to make better decisions,Elijah Meeks;Stephen Few,More,male,26 - 35,USA or Canada,white,Private sector
2/27/17 14:31,9,Masters,Mostly Self-Taught,Intended to work in data visualization,No,Data Viz Consultant,Data Visualization Role has higher compensation,Data visualization is the focus of my job,Hired to do data visualization,Consultant,,,,,,40,30,10,10,10,Plotly;D3;ggplot;Other R;Sketch,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents,Line Chart;Bar Chart;Pie Chart;Sankey,General Public;Analysts;Project Managers;Executives,Intro;Moderate;Expert,Daily,Analysis;Learning,Consultative,That data viz isn't a thing yet here in germany,People don't understand it,Just give me the perfect tool. Easy and flexible. ,,,More free time for research and communication ,How to measure data literacy ,Enrico Bertini,More,female,36 - 45,Europe,white,Private sector
2/28/17 9:02,3,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Business and Information Analyst,Data Visualization Role has same compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools,No,Research,25,0,25,25,25,Illustrator;Excel;Tableau;Power BI,We have a set list of tools we're expected to use for data visualization.,Dashboard,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,General Public;Analysts;Executives,Moderate,Hourly,Analysis;Learning;Research,Consultative,Inability to choose my own data vis tools,Lack of formal training,Privacy issues therefore I can't experiment with any cloud-based services,More time to explore novel data visualizations and tools,The amount of knowledge and work it takes to produce a visualization that tells a important story,Ability to download new programs on my computer (permissions require justification to IT),Thoughtful discussion (rather than competitive debate). I find the idea of putting others' work down to make your own look better is off-putting (e.g. difference between Stephanie Evergreen's posts that are ADDITIVE to the knowledge sphere rather than DESTRUCTIVE e.g. Policy Viz posts or Robert Kosara tweets),Enrico Bertini;Moritz Stefaner,,female,36 - 45,USA or Canada,white,Public sector
3/6/17 15:59,2,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Scientist,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,Don't Know,Research;IT;Finance,60,5,30,0,5,Tableau;Pandas;Other Python,We have a set list of tools we're expected to use for data visualization.,Embedded in a tool;Dashboard;Scrollytelling;Presentations,Line Chart;Bar Chart;Treemap;Choropleth Map,Analysts;Medical Professionals;Project Managers;Executives,Moderate;Expert,Daily,Analysis;Learning;Research,Collaborative,Technology integration,Performance,IT Support response,,Necessary effort,Pay,,Enrico Bertini;Moritz Stefaner,Same,male,26 - 35,USA or Canada,white,Private sector
3/7/17 9:16,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Research Programmer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Communication;Exploration,Embedded in another team,Completely custom,No,Research,10,0,10,20,10,Excel;D3;Other Python;Other MVC;Matlab;Matplotlib;CakePHP,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Presentations;Email,Line Chart;Bar Chart;Infographics;Dendrogram;Raster Map;Flow Diagram,General Public;Scientists;Educators/Students,Intro;Moderate;Expert,Monthly,Learning;Research,Collaborative,To much to do,Not having infrastructure in place to handle real-time data requests,Allowing time for user research- design and usability testing,Publishing more,,More colleagues ,More opportunities to practice and collaborate- beyond just focusing on learning about skills- tools and processes,Enrico Bertini;Moritz Stefaner;Robert Kosara;Nathan Yau;Jon Schwabish,Much more,male,36 - 45,USA or Canada,white,Academic
3/3/17 8:49,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Geologist,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Consultant,,,,,,,,,,,Excel;ArcGIS,I'm able to choose my own tools.,Documents;Presentations,Choropleth Map;Raster Map,Engineers;Scientists;Project Managers,Moderate,Monthly,Analysis;Summarization;Research,Consultative,Job security,Lack of data,Job security,knowledge/Skill (I want to learn more about data visualization!),Software limitations,more trainings,data engineering,ESRI,Much more,male,25 or younger,USA or Canada,asian,Private sector
2/27/17 12:35,3,Other,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Analyst,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Other,Analysis;Exploration,Embedded in another team,Business Intelligence Tools;Completely custom,Don't Know,Security,,,,,,D3;Other Javascript,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling,Treemap;Network Diagram;Flow Diagram;3D Chart,Analysts,Moderate;Expert,Monthly,Analysis;Exploration,Collaborative,Poor management,Lack of quality data,,Bigger budget for inhouse work vs purchasing products,,,"Well- most should  ask themselves: ""What question am i trying to answer"" and pick a viz- not the other way around (unless question is unknown and exploration is the objective)",Fabian Fischer;Raphael Marty,Much more,male,,,,Public sector
2/27/17 21:14,10,PhD,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,UX Researcher,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Both,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Design;Engineering;Marketing;Research,5,5,5,5,10,Tableau;D3;Pandas;Other Python,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Presentations,Line Chart;Bar Chart;scatterplot;matrix diagram;timeline,Analysts;Engineers;Product Managers;Executives;Designers,Intro;Moderate;Expert,Daily,Analysis;Summarization;Learning;Research;Decision-making,Collaborative,Too many meetings and too much email,Need better web development skills to be faster at making visualizations,More time to do focused work,Somehow making it easier to know which projects will be worth the extra effort required to create visualizations,Why it's worth putting that much time and effort into communication of results,More focused time to make things,Examples of when data visualization made a difference in projects,Fernanda ViÌ©gas;Martin Wattenberg,More,female,,,,
3/6/17 12:46,10,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Lead Software Engineer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Exploration,Embedded in another team,Completely custom,Yes,Design;Engineering;IT,20,0,25,50,0,D3;Other Javascript;Java;Angular;Sketch,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Presentations,Line Chart;Bar Chart;Raster Map;Custom maps;bubble charts;themeriver and others,General Public;Analysts;Medical Professionals;Product Managers;Project Managers;Executives,Intro;Moderate;Expert,Daily,Analysis;Learning;Research,Collaborative,Always in a time crunch and always looking for profits in 1st- 2nd and 3rd places. The rest comes later.,Not enough priority for visualization projects. It's always something I have to keep selling- even though when they see the results they are usually surprised by how many insights the visualizations provide.,More exploratory philosophies.,More user-group testings,It transforms data into knowledge and it is an incremental work. It needs feedback and it needs to be highly prioritized.,Having an internal lab and team to work on research alone with the resources it needs.,More collaboration with designs- ideas- etc...,Fernanda ViÌ©gas;Martin Wattenberg;Enrico Bertini;Jeffrey Heer,Much more,male,26 - 35,USA or Canada,white,Private sector
2/27/17 12:59,6,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Owner,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Education,Separate data visualization team,Completely custom,Yes,,,,,,,Illustrator,I'm able to choose my own tools.,Posters,Infographics;Treemap;Network Diagram;Flow Diagram,General Public,Intro,,Education,Consultative,,,,,,,,Giorgia Lupi,More,male,36 - 45,USA or Canada,white,Private sector
2/28/17 1:04,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,CTO,Data Visualization Role has same compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing,Embedded in another team,Business Intelligence Tools;General charting libraries;Completely custom,Yes,Design;Engineering;IT,75,10,5,5,5,Illustrator;Excel;Tableau;D3;Processing;Leaflet;Mapbox;WebGL;Other Javascript;React;Angular,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Treemap;Network Diagram;Choropleth Map;Raster Map;Flow Diagram;3D Chart,Analysts;Engineers;Product Managers;Executives,Moderate,Daily,Summarization,Consultative,deadlines,data came always after....,clients,having from the first day real data,we are all data viz driven people,Experimenting with real data before thinking of data viz,How to deal with clients and their ideas of data visualization- analytics dashboard and other complex tool. Dataviz is not only charting but also creating the entire complex application that exist behind. A bl.ocks.org page doesn't represent data visualization but only a small part- a test- an example. there is much more,Giorgia Lupi,Same,male,26 - 35,Europe,white,Private sector
2/28/17 1:32,3,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Senior Data Visualization Designer,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication;Exploration,Separate data visualization team,Completely custom,Yes,Design,50,0,0,40,10,Illustrator;Excel;D3;Mapbox;Other Python,I'm able to choose my own tools.,Embedded in a tool;Scrollytelling;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap;Dendrogram;Network Diagram;Choropleth Map;Flow Diagram;3D Chart,General Public;Engineers;Scientists;Product Managers;Project Managers;Executives,Moderate;Expert,Daily,Analysis;Learning;Research,Collaborative,Clients pretending to know what to do design-side,Waiting for proper data from clients,Increase the percentage of time dedicated to study,,,Well educated clients about data,,Giorgia Lupi;Jerome Cukier;Paolo Ciuccarelli;Moritz Stefaner;Alberto Cairo;Tufte;Santiago Ortiz;Andy Kirk,Same,male,26 - 35,Europe,white,Private sector
2/27/17 14:10,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Retired,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Other,Analysis;Exploration,Embedded in another team,ggplot2/Pandas Charts,Yes,Research;IT,10,0,80,0,10,Plotly;Leaflet;ggplot;Other R;ggobi,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;pretty much everything R markdown can make,boxplots;violin plots;density plots;scatterplot matrices;ternary diagrams,General Public;Scientists,Expert,Weekly,Analysis;Learning;Research;decision making / optimization,Collaborative,cost of data - I do sports analytics,cost of data,not have to code,not have to code,,cheaper data,,Hadley Wickham,Same,male,56+,USA or Canada,white,Mixed
2/27/17 16:27,10,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Physical Scientist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Both,GIS,No,Engineering;Research,15,0,10,0,10,ggplot;ArcGIS,I'm able to choose my own tools.,Maps,Line Chart;Bar Chart;Choropleth Map;Raster Map,General Public;Scientists;Project Managers,Moderate,Quarterly,Analysis;Summarization;Research,Collaborative,Administrative tasks,Data preparation ,Eliminate administrative tasks,Allot more time,Value of visuals ,Reduce administrative tasks,More online presentations,Hadley Wickham,More,,,,,
2/27/17 17:03,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Quantitative Hydrogeologist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,ggplot2/Pandas Charts,No,Engineering,40,40,40,0,40,ggplot;Surfer;Grapher,I'm able to choose my own tools.,Documents;Presentations,Bar Chart;Raster Map;Box plot;scatter plot,General Public;Engineers;Scientists;Project Managers;Executives;Regulatory agencies,Intro,Monthly,Summarization,Consultative,,Data is sometimes located across various sheets,,,,,,Hadley Wickham,Much more,male,36 - 45,USA or Canada,,Private sector
2/27/17 18:31,6,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,PhD Candidate,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Student,,,,,,5,5,10,2,5,Excel;ggplot,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Flow Diagram,Scientists;Medical Professionals,Moderate;Expert,Quarterly,Research,Consultative,Other responsibilities ,Not valued enough,See no patients,More time,The value of a well designed graphic,More time with data,Improving the impact of graphics,Hadley Wickham,More,male,26 - 35,USA or Canada,white,Public sector
2/28/17 9:07,2,Bachelors,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,Doctor,Data Visualization Role has same compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Hired to do data visualization,Student,,,,,,20,30,30,20,40,Leaflet;ggplot;Other R,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Flow Diagram,Analysts;Scientists;Medical Professionals,Moderate,Weekly,Analysis;Learning;Research,Collaborative,No plotting libraries in Perl 6 !!,Sometimes getting stucked.,Get a Perl 6 plotting library.,Create a Perl 6 plotting library.,They partly do ,Proficiency ,MOOC courses on data visualisation with Perl 6 desperately.,Hadley Wickham,More,male,26 - 35,Asia,asian,Not-for-profit
2/28/17 9:41,10,PhD,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Postdoctoral Researcher,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Communication;Exploration,Embedded in another team,ggplot2/Pandas Charts,Don't Know,,,,,,,Illustrator;ggplot;Other R;ArcGIS,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map,General Public;Scientists,Moderate,Weekly,Research,Collaborative,,processing data to work with ggplot,,,importance of data visualization for science communication,,,Hadley Wickham,More,female,26 - 35,USA or Canada,white,Academic
2/28/17 9:59,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Student,,,,,,10,20,30,5,10,ggplot,I'm able to choose my own tools.,Documents;Presentations;Email;R notebooks,Line Chart;Bar Chart,Scientists,Expert,Monthly,Analysis;Summarization;Learning;Research,Collaborative,,,,,,,,Hadley Wickham,Same,male,26 - 35,USA or Canada,white,Academic
2/28/17 10:50,10,,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Clinical Pharmacologist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Marketing,Both,Business Intelligence Tools;ggplot2/Pandas Charts,Yes,Design;Marketing;Research;IT,25,10,25,20,20,ggplot;Other R;Other GIS;Gephi;Cytoscape,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap;Dendrogram;Network Diagram;Choropleth Map,Scientists;Medical Professionals;Project Managers,Moderate,Weekly,Analysis;Summarization;Research,Collaborative,Low level of statistical knowledge in colleagues.,Corporation embraces Tableau as the sole answer to all problems.,Use more R,Use Shiny more,Historical fixation on a rudimentary  grasp of the t-test.  ,Increase interactive visualization capabilities so users can explore their own data.,Increased dashboard capabilities in Shiny ,Hadley Wickham,Much more,male,56+,USA or Canada,,Public sector
2/28/17 11:11,6,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Lecturer and Researcher,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,Don't Know,Research,,,,,,Excel;ggplot;Other R,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Infographics;Network Diagram;Flow Diagram;3D Chart,General Public;Scientists;Executives;Students,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Collaborative,,Data prep,,,That excel isn't the be all and end all. ,,,Hadley Wickham,More,male,26 - 35,Europe,,
2/28/17 11:45,5,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Staff Scientist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,ggplot2/Pandas Charts,No,Research;IT,20,20,20,10,30,Illustrator;ggplot;Other R,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Dendrogram;Network Diagram,Scientists,Expert,Monthly,Analysis;Learning;Research,Collaborative,Data cleaning,Interactive visualizations primitive (plotly vs ggplot),,,It's really freaking hard to make a clean beautiful simple informative plot,,,Hadley Wickham,More,male,26 - 35,USA or Canada,multi,Public sector
2/28/17 13:38,8,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Assistant researcher,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Both,ggplot2/Pandas Charts,No,Research;IT,20,5,25,10,40,Leaflet;ggplot;Other R;QGIS;Inkscape,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Dendrogram;Network Diagram;Choropleth Map;Raster Map;Flow Diagram;scatterplot,General Public;Analysts;Scientists;Medical Professionals,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Collaborative,Ambiguous project requirements,Requirements including inefficient / misleading visualizations,Clear and approved procedure to agree on project requirements,Requirements should include rationale behind visualization- objective- and target public,The iterative nature of exploration before arriving at a meaningful visualization,Free software to manage local repository of graphics for annotation and discussion,Systematic research on meaningful visualizations,Hadley Wickham,Much more,male,26 - 35,Latin America,hispanic,Academic
2/28/17 14:54,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Ecosystems Analyst,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Research,5,50,15,10,20,Plotly;D3;Leaflet;WebGL;ggplot;Other R;QGIS;Other GIS,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations;Email,Line Chart;Choropleth Map;Raster Map,General Public;Analysts;Scientists;Product Managers;Project Managers,Moderate;Expert,Weekly,Analysis;Learning;Research,Consultative,seeing workflows that are really difficult,no general easy access flexible and interactive tools,centralized task schedule,interactive!,the power of interactivity for insight and model specification,a replacement to the simple features standard that is general enough for topology,prospects for integration of web-graphics with spatial data,Hadley Wickham,Much more,male,36 - 45,MIddle East & Africa,white,Public sector
2/28/17 20:32,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Operations Analyst,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,Don't Know,IT,30,0,20,0,50,Excel;Other BI;Leaflet;ggplot,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations;Email,Line Chart;Bar Chart;Choropleth Map;boxplot; violin plot,Analysts;Engineers;Project Managers;Executives,Intro;Moderate;Expert,Weekly,Analysis;Summarization,Subordinate,Lack of technical support.,I don't have someone else to offer advice on best practices or suggestions for data visualizations.,More IT support for using the tools.,Become more proficient in other data visualizations and data visualization tools.,It takes time to create a visualization that tells a meaningful story appropriate for the audience in mind (e.g. other engineers vs. executives).,More IT support.,More tutorials- advice on best practices.,Hadley Wickham,More,male,26 - 35,USA or Canada,white,Private sector
3/1/17 0:14,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,data analytics,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,IT,5,20,30,0,50,Excel;Power BI;ggplot;Other R,I'm able to choose my own tools.,Presentations,Line Chart;Bar Chart,Analysts;Engineers;Executives,Intro,Monthly,Analysis;Research,Collaborative,data munging,many tools,visibility,more R,data munging,git,value,Hadley Wickham,Same,male,46 - 55,Oceania,white,Private sector
3/1/17 2:43,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Bioinformatics Core Facility Manager ,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis,,ggplot2/Pandas Charts,Don't Know,Research,10,20,20,0,10,ggplot;Other R;Cytoscape,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Dendrogram;Network Diagram;Raster Map;Flow Diagram,Scientists,Moderate;Expert,Daily,Analysis;Research,Collaborative,,,,,,,,Hadley Wickham,Same,male,36 - 45,Europe,,Public sector
3/1/17 23:00,3,Masters,Mostly Self-Taught,Intended to work in data visualization,No,Actuary,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Marketing;Actuarial team,5,30,5,0,40,Excel;Plotly;Leaflet;ggplot;Other R,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap;Choropleth Map;Raster Map;3D Chart,Analysts,Moderate,Monthly,Analysis;Summarization;Learning,Collaborative,Nit having access to tools that are not free,Limited tools,A better information system,More tools,The specific skills it requires,A Shiny server,Reproductible examples,Hadley Wickham,More,,,,,Private sector
3/2/17 1:13,2,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,PhD Candidate,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Other,Analysis;Machine Learning;Summary/Overview;Exploration,Embedded in another team,ggplot2/Pandas Charts,Yes,Marketing;Research,10,50,90,0,20,Excel;ggplot;Other R,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap;Scatterplots;Histograms;Box Plots;QQ Plots;ECDF Plots;Density Plots,General Public;Scientists,Moderate;Expert,Quarterly,Analysis;Research,Collaborative,Working with untidy data,Getting stuck in R,,Having Hadley Wickhams knowledge of ggplot2,,,,Hadley Wickham,More,male,26 - 35,Europe,white,Public sector
3/2/17 6:53,6,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Analytics Strategist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,Don't Know,Marketing;Research,15,30,10,5,40,Tableau;ggplot;Other R,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations;Email,Line Chart;Bar Chart;Choropleth Map,General Public;Analysts;Product Managers;Project Managers;Executives,Intro;Moderate,Daily,Analysis;Summarization,Consultative,consistent access to data,inconsistent data streams,more analysis,more time to focus on them,that 80 of the work goes into cleaning the data,cleaner data,open source being a valid option,Hadley Wickham,More,male,26 - 35,USA or Canada,white,Private sector
